Name,ID,Course,Level,Section,Q1_SLO2,Q2_SLO2,Q3_SLO2,Q4_SLO2,Q5_SLO2,Q6_SLO2,Q7_SLO2,Q8_SLO2,Q9_SLO2,Q10_SLO2,Q11_SLO2,Q12_SLO2,Q13_SLO2,Q14_SLO2,Q15_SLO2,Q16_SLO2,Q17_SLO2,Q18_SLO2,Q19_SLO2,Q20_SLO2,Q21_SLO3,Q22_SLO3,Q23_SLO3,Q24_SLO3,Q25_SLO3,Q26_SLO3,Q27_SLO3,Q28_SLO3,Q29_SLO3,Q30_SLO3,Q31_SLO3,Q32_SLO3,Q33_SLO3,Q34_SLO3,Q35_SLO3,Q36_SLO3,Q37_SLO3,Q38_SLO3,Q39_SLO3,Q40_SLO3,Q41_SLO4,Q42_SLO4,Q43_SLO4,Q44_SLO4,Q45_SLO4,Q46_SLO4,Q47_SLO4,Q48_SLO4,Q49_SLO4,Q50_SLO4
Dominick,2783884,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Yanessa,9786105,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Tilman,5409670,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Nevan,3451480,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Leatha,4366759,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Oldair,5248573,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Brenda,6013200,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Canaan,8266362,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Tory,2071643,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Abagael,3867592,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Kelechi,8520395,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Eliazer,3010321,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Bayler,3525412,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Jossette,7696738,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Chantay,7533781,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Tawnya,4480106,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Sana,4801656,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Crist,9107630,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Garnett,1460907,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Epimenio,6009986,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Thermon,8540727,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Nekeysha,8804850,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Kursten,8015715,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Senetta,6102329,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Merve,3381546,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Jasan,9929414,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Georganne,6217451,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Roger,7603922,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Chidera,4685555,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Dillyn,8708262,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Dayanne,5511567,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Abdur,3740575,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Yuette,1454460,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Celie,6367669,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Pia,7080009,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Yakelin,4013714,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Jed,6951578,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Marleigh,2323776,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Kevin,6622402,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Clemence,3935851,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Hobie,2437788,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Percival,6275304,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Shaquon,5571735,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Kenton,8880636,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Dionicio,8325984,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Brooks,8492340,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Verena,6364568,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Angella,7146027,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Oral,1184632,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Elin,3460409,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Meshell,9258428,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Fannie,6699301,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Ora,4421544,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Jocellyn,7198843,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Rebel,5075153,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Memphys,5997053,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Moss,9853028,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Rekisha,2735037,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Truman,4254863,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Hyatt,6027888,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Simeon,1534668,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Antonia,3669855,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Jahmeer,6788442,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Quincy,9692013,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Quintyn,6594534,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Fabiola,4265183,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Carolina,5277329,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Cartez,9361986,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Karrie,3046326,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Meranda,3694240,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
Teaunna,3092175,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Laraine,2021304,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Lauris,7716827,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Kendall,1990201,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Federica,1584150,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Maleah,4761652,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Hoyt,3110525,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Taylor,4176667,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Manly,6884700,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Asunta,7893113,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Zenon,3138931,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Majid,6735839,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Daniel,6357222,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Ishbel,9412984,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,B,C,B,A,B
Parrish,2299858,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Torin,3066409,Reading,2,A,C,D,A,B,C,B,D,B,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,D,B,D,C,C,C,D,E,B,D,B,C,B,A,B,C,C,B,A,C,A,A,B
Cornel,7017473,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,C,E,B,C,A,E,E,A,B,D,B,A,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,A,A,A
Elinor,1043875,Reading,2,A,C,D,A,B,C,B,D,A,A,E,C,D,D,B,A,E,B,C,A,E,E,A,B,A,B,C,E,A,B,D,C,C,C,D,E,B,D,B,D,B,A,B,C,C,B,A,C,B,A,B
